82041 silly lifecycle callsite@1.0.0~preinstall: no script for preinstall, continuing
88076 verbose link bins   false ]
88077 verbose linkMans handlebars@4.0.5
88078 silly build wrap-ansi@2.0.0
88079 info linkStuff wrap-ansi@2.0.0
88080 silly linkStuff wrap-ansi@2.0.0 has D:\zhongzi\node_modules as its parent node_modules
88081 verbose linkBins wrap-ansi@2.0.0
88082 verbose linkMans wrap-ansi@2.0.0
88083 silly build cliui@3.2.0
88084 info linkStuff cliui@3.2.0
88085 silly linkStuff cliui@3.2.0 has D:\zhongzi\node_modules\localtunnel\node_modules as its parent node_modules
88086 verbose linkBins cliui@3.2.0
88087 verbose linkMans cliui@3.2.0
88088 silly build cliui@3.2.0
88089 info linkStuff cliui@3.2.0
88090 silly linkStuff cliui@3.2.0 has D:\zhongzi\node_modules\browser-sync\node_modules as its parent node_modules
88091 verbose linkBins cliui@3.2.0
88092 verbose linkMans cliui@3.2.0
88093 silly build wrap-fn@0.1.5
88094 info linkStuff wrap-fn@0.1.5
88095 silly linkStuff wrap-fn@0.1.5 has D:\zhongzi\node_modules as its parent node_modules
88096 verbose linkBins wrap-fn@0.1.5
88097 verbose linkMans wrap-fn@0.1.5
88098 silly build ware@1.3.0
88099 info linkStuff ware@1.3.0
88100 silly linkStuff ware@1.3.0 has D:\zhongzi\node_modules as its parent node_modules
88101 verbose linkBins ware@1.3.0
88102 verbose linkMans ware@1.3.0
88103 silly build wrappy@1.0.2
88104 info linkStuff wrappy@1.0.2
88105 silly linkStuff wrappy@1.0.2 has D:\zhongzi\node_modules as its parent node_modules
88106 verbose linkBins wrappy@1.0.2
88107 verbose linkMans wrappy@1.0.2
88108 silly build once@1.3.3
88109 info linkStuff once@1.3.3
88110 silly linkStuff once@1.3.3 has D:\zhongzi\node_modules as its parent node_modules
88111 verbose linkBins once@1.3.3
88112 verbose linkMans once@1.3.3
88113 silly build run-async@0.1.0
88114 info linkStuff run-async@0.1.0
88115 silly linkStuff run-async@0.1.0 has D:\zhongzi\node_modules as its parent node_modules
88116 verbose linkBins run-async@0.1.0
88117 verbose linkMans run-async@0.1.0
88118 silly build inquirer@0.11.4
88119 info linkStuff inquirer@0.11.4
88120 silly linkStuff inquirer@0.11.4 has D:\zhongzi\node_modules as its parent node_modules
88121 verbose linkBins inquirer@0.11.4
88122 verbose linkMans inquirer@0.11.4
88123 silly build end-of-stream@1.1.0
88124 info linkStuff end-of-stream@1.1.0
88125 silly linkStuff end-of-stream@1.1.0 has D:\zhongzi\node_modules as its parent node_modules
88126 verbose linkBins end-of-stream@1.1.0
88127 verbose linkMans end-of-stream@1.1.0
88128 silly build end-of-stream@1.0.0
88129 info linkStuff end-of-stream@1.0.0
88130 silly linkStuff end-of-stream@1.0.0 has D:\zhongzi\node_modules\duplexify\node_modules as its parent node_modules
88131 verbose linkBins end-of-stream@1.0.0
88132 verbose linkMans end-of-stream@1.0.0
88133 silly build duplexify@3.4.3
88134 info linkStuff duplexify@3.4.3
88135 silly linkStuff duplexify@3.4.3 has D:\zhongzi\node_modules as its parent node_modules
88136 verbose linkBins duplexify@3.4.3
88137 verbose linkMans duplexify@3.4.3
88138 silly build inflight@1.0.5
88139 info linkStuff inflight@1.0.5
88140 silly linkStuff inflight@1.0.5 has D:\zhongzi\node_modules as its parent node_modules
88141 verbose linkBins inflight@1.0.5
88142 verbose linkMans inflight@1.0.5
88143 silly build glob@4.5.3
88144 info linkStuff glob@4.5.3
88145 silly linkStuff glob@4.5.3 has D:\zhongzi\node_modules\wiredep\node_modules as its parent node_modules
88146 verbose linkBins glob@4.5.3
88147 verbose linkMans glob@4.5.3
88148 silly build glob@4.5.3
88149 info linkStuff glob@4.5.3
88150 silly linkStuff glob@4.5.3 has D:\zhongzi\node_modules\vinyl-fs\node_modules as its parent node_modules
88151 verbose linkBins glob@4.5.3
88152 verbose linkMans glob@4.5.3
88153 silly build glob@7.0.3
88154 info linkStuff glob@7.0.3
88155 silly linkStuff glob@7.0.3 has D:\zhongzi\node_modules\grunt-newer\node_modules as its parent node_modules
88156 verbose linkBins glob@7.0.3
88157 verbose linkMans glob@7.0.3
88158 silly build rimraf@2.5.2
88159 info linkStuff rimraf@2.5.2
88160 silly linkStuff rimraf@2.5.2 has D:\zhongzi\node_modules\grunt-newer\node_modules as its parent node_modules
88161 verbose linkBins rimraf@2.5.2
88162 verbose link bins [ { rimraf: './bin.js' },
88162 verbose link bins   'D:\\zhongzi\\node_modules\\grunt-newer\\node_modules\\.bin',
88162 verbose link bins   false ]
88163 verbose linkMans rimraf@2.5.2
88164 silly build grunt-newer@1.2.0
88165 info linkStuff grunt-newer@1.2.0
88166 silly linkStuff grunt-newer@1.2.0 has D:\zhongzi\node_modules as its parent node_modules
88167 verbose linkBins grunt-newer@1.2.0
88168 verbose linkMans grunt-newer@1.2.0
88169 silly build glob@6.0.4
88170 info linkStuff glob@6.0.4
88171 silly linkStuff glob@6.0.4 has D:\zhongzi\node_modules\globby\node_modules as its parent node_modules
88172 verbose linkBins glob@6.0.4
88173 verbose linkMans glob@6.0.4
88174 silly build globby@4.1.0
88175 info linkStuff globby@4.1.0
88176 silly linkStuff globby@4.1.0 has D:\zhongzi\node_modules as its parent node_modules
88177 verbose linkBins globby@4.1.0
88178 verbose linkMans globby@4.1.0
88179 silly build del@2.2.0
88180 info linkStuff del@2.2.0
88181 silly linkStuff del@2.2.0 has D:\zhongzi\node_modules as its parent node_modules
88182 verbose linkBins del@2.2.0
88183 verbose linkMans del@2.2.0
88184 silly build glob@5.0.15
88185 info linkStuff glob@5.0.15
88186 silly linkStuff glob@5.0.15 has D:\zhongzi\node_modules\glob-stream\node_modules as its parent node_modules
88187 verbose linkBins glob@5.0.15
88188 verbose linkMans glob@5.0.15
88189 silly build glob@5.0.15
88190 info linkStuff glob@5.0.15
88191 silly linkStuff glob@5.0.15 has D:\zhongzi\node_modules\eslint\node_modules as its parent node_modules
88192 verbose linkBins glob@5.0.15
88193 verbose linkMans glob@5.0.15
88194 silly build glob@5.0.15
88195 info linkStuff glob@5.0.15
88196 silly linkStuff glob@5.0.15 has D:\zhongzi\node_modules\commoner\node_modules as its parent node_modules
88197 verbose linkBins glob@5.0.15
88198 verbose linkMans glob@5.0.15
88199 silly build commoner@0.10.4
88200 info linkStuff commoner@0.10.4
88201 silly linkStuff commoner@0.10.4 has D:\zhongzi\node_modules as its parent node_modules
88202 verbose linkBins commoner@0.10.4
88203 verbose link bins [ { commonize: './bin/commonize' },
88203 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88203 verbose link bins   false ]
88204 verbose linkMans commoner@0.10.4
88205 silly build write@0.2.1
88206 info linkStuff write@0.2.1
88207 silly linkStuff write@0.2.1 has D:\zhongzi\node_modules as its parent node_modules
88208 verbose linkBins write@0.2.1
88209 verbose linkMans write@0.2.1
88210 silly build flat-cache@1.0.10
88211 info linkStuff flat-cache@1.0.10
88212 silly linkStuff flat-cache@1.0.10 has D:\zhongzi\node_modules as its parent node_modules
88213 verbose linkBins flat-cache@1.0.10
88214 verbose linkMans flat-cache@1.0.10
88215 silly build file-entry-cache@1.2.4
88216 info linkStuff file-entry-cache@1.2.4
88217 silly linkStuff file-entry-cache@1.2.4 has D:\zhongzi\node_modules as its parent node_modules
88218 verbose linkBins file-entry-cache@1.2.4
88219 verbose linkMans file-entry-cache@1.2.4
88220 silly build ws@1.0.1
88221 info linkStuff ws@1.0.1
88222 silly linkStuff ws@1.0.1 has D:\zhongzi\node_modules as its parent node_modules
88223 verbose linkBins ws@1.0.1
88224 verbose linkMans ws@1.0.1
88225 silly build engine.io@1.6.8
88226 info linkStuff engine.io@1.6.8
88227 silly linkStuff engine.io@1.6.8 has D:\zhongzi\node_modules as its parent node_modules
88228 verbose linkBins engine.io@1.6.8
88229 verbose linkMans engine.io@1.6.8
88230 silly build xml-escape@1.0.0
88231 info linkStuff xml-escape@1.0.0
88232 silly linkStuff xml-escape@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
88233 verbose linkBins xml-escape@1.0.0
88234 verbose linkMans xml-escape@1.0.0
88235 silly build xmlhttprequest-ssl@1.5.1
88236 info linkStuff xmlhttprequest-ssl@1.5.1
88237 silly linkStuff xmlhttprequest-ssl@1.5.1 has D:\zhongzi\node_modules as its parent node_modules
88238 verbose linkBins xmlhttprequest-ssl@1.5.1
88239 verbose linkMans xmlhttprequest-ssl@1.5.1
88240 silly build xtend@4.0.1
88241 info linkStuff xtend@4.0.1
88242 silly linkStuff xtend@4.0.1 has D:\zhongzi\node_modules as its parent node_modules
88243 verbose linkBins xtend@4.0.1
88244 verbose linkMans xtend@4.0.1
88245 silly build through2@2.0.1
88246 info linkStuff through2@2.0.1
88247 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\through2-filter\node_modules as its parent node_modules
88248 verbose linkBins through2@2.0.1
88249 verbose linkMans through2@2.0.1
88250 silly build through2-filter@2.0.0
88251 info linkStuff through2-filter@2.0.0
88252 silly linkStuff through2-filter@2.0.0 has D:\zhongzi\node_modules as its parent node_modules
88253 verbose linkBins through2-filter@2.0.0
88254 verbose linkMans through2-filter@2.0.0
88255 silly build unique-stream@2.2.1
88256 info linkStuff unique-stream@2.2.1
88257 silly linkStuff unique-stream@2.2.1 has D:\zhongzi\node_modules as its parent node_modules
88258 verbose linkBins unique-stream@2.2.1
88259 verbose linkMans unique-stream@2.2.1
88260 silly build through2@0.6.5
88261 info linkStuff through2@0.6.5
88262 silly linkStuff through2@0.6.5 has D:\zhongzi\node_modules as its parent node_modules
88263 verbose linkBins through2@0.6.5
88264 verbose linkMans through2@0.6.5
88265 silly build wiredep@2.2.2
88266 info linkStuff wiredep@2.2.2
88267 silly linkStuff wiredep@2.2.2 has D:\zhongzi\node_modules as its parent node_modules
88268 verbose linkBins wiredep@2.2.2
88269 verbose link bins [ { wiredep: './wiredep-cli.js' },
88269 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88269 verbose link bins   false ]
88270 verbose linkMans wiredep@2.2.2
88271 silly build grunt-wiredep@2.0.0
88272 info linkStuff grunt-wiredep@2.0.0
88273 silly linkStuff grunt-wiredep@2.0.0 has D:\zhongzi\node_modules as its parent node_modules
88274 verbose linkBins grunt-wiredep@2.0.0
88275 verbose linkMans grunt-wiredep@2.0.0
88276 silly build merge-stream@0.1.8
88277 info linkStuff merge-stream@0.1.8
88278 silly linkStuff merge-stream@0.1.8 has D:\zhongzi\node_modules\vinyl-fs\node_modules as its parent node_modules
88279 verbose linkBins merge-stream@0.1.8
88280 verbose linkMans merge-stream@0.1.8
88281 silly build glob-stream@4.1.1
88282 info linkStuff glob-stream@4.1.1
88283 silly linkStuff glob-stream@4.1.1 has D:\zhongzi\node_modules\vinyl-fs\node_modules as its parent node_modules
88284 verbose linkBins glob-stream@4.1.1
88285 verbose linkMans glob-stream@4.1.1
88286 silly build vinyl-fs@1.0.0
88287 info linkStuff vinyl-fs@1.0.0
88288 silly linkStuff vinyl-fs@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
88289 verbose linkBins vinyl-fs@1.0.0
88290 verbose linkMans vinyl-fs@1.0.0
88291 silly build glob-stream@5.3.2
88292 info linkStuff glob-stream@5.3.2
88293 silly linkStuff glob-stream@5.3.2 has D:\zhongzi\node_modules as its parent node_modules
88294 verbose linkBins glob-stream@5.3.2
88295 verbose linkMans glob-stream@5.3.2
88296 silly build tar-stream@1.5.2
88297 info linkStuff tar-stream@1.5.2
88298 silly linkStuff tar-stream@1.5.2 has D:\zhongzi\node_modules as its parent node_modules
88299 verbose linkBins tar-stream@1.5.2
88300 verbose linkMans tar-stream@1.5.2
88301 silly build decompress-targz@3.1.0
88302 info linkStuff decompress-targz@3.1.0
88303 silly linkStuff decompress-targz@3.1.0 has D:\zhongzi\node_modules as its parent node_modules
88304 verbose linkBins decompress-targz@3.1.0
88305 verbose linkMans decompress-targz@3.1.0
88306 silly build decompress-tarbz2@3.1.0
88307 info linkStuff decompress-tarbz2@3.1.0
88308 silly linkStuff decompress-tarbz2@3.1.0 has D:\zhongzi\node_modules as its parent node_modules
88309 verbose linkBins decompress-tarbz2@3.1.0
88310 verbose linkMans decompress-tarbz2@3.1.0
88311 silly build decompress-tar@3.1.0
88312 info linkStuff decompress-tar@3.1.0
88313 silly linkStuff decompress-tar@3.1.0 has D:\zhongzi\node_modules as its parent node_modules
88314 verbose linkBins decompress-tar@3.1.0
88315 verbose linkMans decompress-tar@3.1.0
88316 silly build output-file-sync@1.1.1
88317 info linkStuff output-file-sync@1.1.1
88318 silly linkStuff output-file-sync@1.1.1 has D:\zhongzi\node_modules as its parent node_modules
88319 verbose linkBins output-file-sync@1.1.1
88320 verbose linkMans output-file-sync@1.1.1
88321 silly build is-my-json-valid@2.13.1
88322 info linkStuff is-my-json-valid@2.13.1
88323 silly linkStuff is-my-json-valid@2.13.1 has D:\zhongzi\node_modules as its parent node_modules
88324 verbose linkBins is-my-json-valid@2.13.1
88325 verbose linkMans is-my-json-valid@2.13.1
88326 silly build har-validator@2.0.6
88327 info linkStuff har-validator@2.0.6
88328 silly linkStuff har-validator@2.0.6 has D:\zhongzi\node_modules as its parent node_modules
88329 verbose linkBins har-validator@2.0.6
88330 verbose link bins [ { 'har-validator': 'bin/har-validator' },
88330 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88330 verbose link bins   false ]
88331 verbose linkMans har-validator@2.0.6
88332 silly build request@2.65.0
88333 info linkStuff request@2.65.0
88334 silly linkStuff request@2.65.0 has D:\zhongzi\node_modules as its parent node_modules
88335 verbose linkBins request@2.65.0
88336 verbose linkMans request@2.65.0
88337 silly build request@2.67.0
88338 info linkStuff request@2.67.0
88339 silly linkStuff request@2.67.0 has D:\zhongzi\node_modules\phantomjs\node_modules as its parent node_modules
88340 verbose linkBins request@2.67.0
88341 verbose linkMans request@2.67.0
88342 silly build phantomjs@1.9.20
88343 info linkStuff phantomjs@1.9.20
88344 silly linkStuff phantomjs@1.9.20 has D:\zhongzi\node_modules as its parent node_modules
88345 verbose linkBins phantomjs@1.9.20
88346 verbose link bins [ { phantomjs: './bin/phantomjs' },
88346 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88346 verbose link bins   false ]
88347 verbose linkMans phantomjs@1.9.20
88348 silly build grunt-lib-phantomjs@0.7.1
88349 info linkStuff grunt-lib-phantomjs@0.7.1
88350 silly linkStuff grunt-lib-phantomjs@0.7.1 has D:\zhongzi\node_modules as its parent node_modules
88351 verbose linkBins grunt-lib-phantomjs@0.7.1
88352 verbose linkMans grunt-lib-phantomjs@0.7.1
88353 silly build grunt-mocha@0.4.15
88354 info linkStuff grunt-mocha@0.4.15
88355 silly linkStuff grunt-mocha@0.4.15 has D:\zhongzi\node_modules as its parent node_modules
88356 verbose linkBins grunt-mocha@0.4.15
88357 verbose linkMans grunt-mocha@0.4.15
88358 silly build eslint@1.10.3
88359 info linkStuff eslint@1.10.3
88360 silly linkStuff eslint@1.10.3 has D:\zhongzi\node_modules as its parent node_modules
88361 verbose linkBins eslint@1.10.3
88362 verbose link bins [ { eslint: './bin/eslint.js' },
88362 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88362 verbose link bins   false ]
88363 verbose linkMans eslint@1.10.3
88364 silly build grunt-eslint@17.3.2
88365 info linkStuff grunt-eslint@17.3.2
88366 silly linkStuff grunt-eslint@17.3.2 has D:\zhongzi\node_modules as its parent node_modules
88367 verbose linkBins grunt-eslint@17.3.2
88368 verbose linkMans grunt-eslint@17.3.2
88369 silly build through2@2.0.1
88370 info linkStuff through2@2.0.1
88371 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\imagemin-svgo\node_modules as its parent node_modules
88372 verbose linkBins through2@2.0.1
88373 verbose linkMans through2@2.0.1
88374 silly build imagemin-svgo@4.2.1
88375 info linkStuff imagemin-svgo@4.2.1
88376 silly linkStuff imagemin-svgo@4.2.1 has D:\zhongzi\node_modules as its parent node_modules
88377 verbose linkBins imagemin-svgo@4.2.1
88378 verbose linkMans imagemin-svgo@4.2.1
88379 silly build through2@2.0.1
88380 info linkStuff through2@2.0.1
88381 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\imagemin-jpegtran\node_modules as its parent node_modules
88382 verbose linkBins through2@2.0.1
88383 verbose linkMans through2@2.0.1
88384 silly build through2@2.0.1
88385 info linkStuff through2@2.0.1
88386 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\gulp-util\node_modules as its parent node_modules
88387 verbose linkBins through2@2.0.1
88388 verbose linkMans through2@2.0.1
88389 silly build gulp-util@3.0.7
88390 info linkStuff gulp-util@3.0.7
88391 silly linkStuff gulp-util@3.0.7 has D:\zhongzi\node_modules as its parent node_modules
88392 verbose linkBins gulp-util@3.0.7
88393 verbose linkMans gulp-util@3.0.7
88394 silly build through2@2.0.1
88395 info linkStuff through2@2.0.1
88396 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\gulp-sourcemaps\node_modules as its parent node_modules
88397 verbose linkBins through2@2.0.1
88398 verbose linkMans through2@2.0.1
88399 silly build gulp-sourcemaps@1.6.0
88400 info linkStuff gulp-sourcemaps@1.6.0
88401 silly linkStuff gulp-sourcemaps@1.6.0 has D:\zhongzi\node_modules as its parent node_modules
88402 verbose linkBins gulp-sourcemaps@1.6.0
88403 verbose linkMans gulp-sourcemaps@1.6.0
88404 silly build through2@2.0.1
88405 info linkStuff through2@2.0.1
88406 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\download\node_modules as its parent node_modules
88407 verbose linkBins through2@2.0.1
88408 verbose linkMans through2@2.0.1
88409 silly build vinyl-fs@2.4.3
88410 info linkStuff vinyl-fs@2.4.3
88411 silly linkStuff vinyl-fs@2.4.3 has D:\zhongzi\node_modules\download\node_modules as its parent node_modules
88412 verbose linkBins vinyl-fs@2.4.3
88413 verbose linkMans vinyl-fs@2.4.3
88414 silly build through2@2.0.1
88415 info linkStuff through2@2.0.1
88416 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\decompress\node_modules as its parent node_modules
88417 verbose linkBins through2@2.0.1
88418 verbose linkMans through2@2.0.1
88419 silly build vinyl-fs@2.4.3
88420 info linkStuff vinyl-fs@2.4.3
88421 silly linkStuff vinyl-fs@2.4.3 has D:\zhongzi\node_modules\decompress\node_modules as its parent node_modules
88422 verbose linkBins vinyl-fs@2.4.3
88423 verbose linkMans vinyl-fs@2.4.3
88424 silly build through2@2.0.1
88425 info linkStuff through2@2.0.1
88426 silly linkStuff through2@2.0.1 has D:\zhongzi\node_modules\decompress-unzip\node_modules as its parent node_modules
88427 verbose linkBins through2@2.0.1
88428 verbose linkMans through2@2.0.1
88429 silly build y18n@3.2.1
88430 info linkStuff y18n@3.2.1
88431 silly linkStuff y18n@3.2.1 has D:\zhongzi\node_modules as its parent node_modules
88432 verbose linkBins y18n@3.2.1
88433 verbose linkMans y18n@3.2.1
88434 silly build yargs@3.29.0
88435 info linkStuff yargs@3.29.0
88436 silly linkStuff yargs@3.29.0 has D:\zhongzi\node_modules\localtunnel\node_modules as its parent node_modules
88437 verbose linkBins yargs@3.29.0
88438 verbose linkMans yargs@3.29.0
88439 silly build localtunnel@1.8.1
88440 info linkStuff localtunnel@1.8.1
88441 silly linkStuff localtunnel@1.8.1 has D:\zhongzi\node_modules as its parent node_modules
88442 verbose linkBins localtunnel@1.8.1
88443 verbose link bins [ { lt: './bin/client' },
88443 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88443 verbose link bins   false ]
88444 verbose linkMans localtunnel@1.8.1
88445 silly build yargs@3.27.0
88446 info linkStuff yargs@3.27.0
88447 silly linkStuff yargs@3.27.0 has D:\zhongzi\node_modules as its parent node_modules
88448 verbose linkBins yargs@3.27.0
88449 verbose linkMans yargs@3.27.0
88450 silly build defs@1.1.1
88451 info linkStuff defs@1.1.1
88452 silly linkStuff defs@1.1.1 has D:\zhongzi\node_modules as its parent node_modules
88453 verbose linkBins defs@1.1.1
88454 verbose link bins [ { defs: './build/es5/defs' },
88454 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88454 verbose link bins   false ]
88455 verbose linkMans defs@1.1.1
88456 silly build regenerator@0.8.40
88457 info linkStuff regenerator@0.8.40
88458 silly linkStuff regenerator@0.8.40 has D:\zhongzi\node_modules as its parent node_modules
88459 verbose linkBins regenerator@0.8.40
88460 verbose link bins [ { regenerator: 'bin/regenerator' },
88460 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88460 verbose link bins   false ]
88461 verbose linkMans regenerator@0.8.40
88462 silly build babel-core@5.8.38
88463 info linkStuff babel-core@5.8.38
88464 silly linkStuff babel-core@5.8.38 has D:\zhongzi\node_modules as its parent node_modules
88465 verbose linkBins babel-core@5.8.38
88466 verbose linkMans babel-core@5.8.38
88467 silly build grunt-babel@5.0.3
88468 info linkStuff grunt-babel@5.0.3
88469 silly linkStuff grunt-babel@5.0.3 has D:\zhongzi\node_modules as its parent node_modules
88470 verbose linkBins grunt-babel@5.0.3
88471 verbose linkMans grunt-babel@5.0.3
88472 silly build camelcase@2.1.1
88473 info linkStuff camelcase@2.1.1
88474 silly linkStuff camelcase@2.1.1 has D:\zhongzi\node_modules\yargs-parser\node_modules as its parent node_modules
88475 verbose linkBins camelcase@2.1.1
88476 verbose linkMans camelcase@2.1.1
88477 silly build yargs-parser@2.4.0
88478 info linkStuff yargs-parser@2.4.0
88479 silly linkStuff yargs-parser@2.4.0 has D:\zhongzi\node_modules as its parent node_modules
88480 verbose linkBins yargs-parser@2.4.0
88481 verbose linkMans yargs-parser@2.4.0
88482 silly build yargs@4.4.0
88483 info linkStuff yargs@4.4.0
88484 silly linkStuff yargs@4.4.0 has D:\zhongzi\node_modules\browser-sync\node_modules as its parent node_modules
88485 verbose linkBins yargs@4.4.0
88486 verbose linkMans yargs@4.4.0
88487 silly build yauzl@2.4.2
88488 info linkStuff yauzl@2.4.2
88489 silly linkStuff yauzl@2.4.2 has D:\zhongzi\node_modules as its parent node_modules
88490 verbose linkBins yauzl@2.4.2
88491 verbose linkMans yauzl@2.4.2
88492 silly build decompress-unzip@3.4.0
88493 info linkStuff decompress-unzip@3.4.0
88494 silly linkStuff decompress-unzip@3.4.0 has D:\zhongzi\node_modules as its parent node_modules
88495 verbose linkBins decompress-unzip@3.4.0
88496 verbose linkMans decompress-unzip@3.4.0
88497 silly build decompress@3.0.0
88498 info linkStuff decompress@3.0.0
88499 silly linkStuff decompress@3.0.0 has D:\zhongzi\node_modules as its parent node_modules
88500 verbose linkBins decompress@3.0.0
88501 verbose linkMans decompress@3.0.0
88502 silly build gulp-decompress@1.2.0
88503 info linkStuff gulp-decompress@1.2.0
88504 silly linkStuff gulp-decompress@1.2.0 has D:\zhongzi\node_modules as its parent node_modules
88505 verbose linkBins gulp-decompress@1.2.0
88506 verbose linkMans gulp-decompress@1.2.0
88507 silly build download@4.4.3
88508 info linkStuff download@4.4.3
88509 silly linkStuff download@4.4.3 has D:\zhongzi\node_modules as its parent node_modules
88510 verbose linkBins download@4.4.3
88511 verbose linkMans download@4.4.3
88512 silly build bin-wrapper@3.0.2
88513 info linkStuff bin-wrapper@3.0.2
88514 silly linkStuff bin-wrapper@3.0.2 has D:\zhongzi\node_modules as its parent node_modules
88515 verbose linkBins bin-wrapper@3.0.2
88516 verbose linkMans bin-wrapper@3.0.2
88517 silly build bin-build@2.2.0
88518 info linkStuff bin-build@2.2.0
88519 silly linkStuff bin-build@2.2.0 has D:\zhongzi\node_modules as its parent node_modules
88520 verbose linkBins bin-build@2.2.0
88521 verbose linkMans bin-build@2.2.0
88522 silly build optipng-bin@3.1.2
88523 info linkStuff optipng-bin@3.1.2
88524 silly linkStuff optipng-bin@3.1.2 has D:\zhongzi\node_modules as its parent node_modules
88525 verbose linkBins optipng-bin@3.1.2
88526 verbose link bins [ { optipng: 'cli.js' },
88526 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88526 verbose link bins   false ]
88527 verbose linkMans optipng-bin@3.1.2
88528 silly build imagemin-optipng@4.3.0
88529 info linkStuff imagemin-optipng@4.3.0
88530 silly linkStuff imagemin-optipng@4.3.0 has D:\zhongzi\node_modules as its parent node_modules
88531 verbose linkBins imagemin-optipng@4.3.0
88532 verbose linkMans imagemin-optipng@4.3.0
88533 silly build jpegtran-bin@3.0.6
88534 info linkStuff jpegtran-bin@3.0.6
88535 silly linkStuff jpegtran-bin@3.0.6 has D:\zhongzi\node_modules as its parent node_modules
88536 verbose linkBins jpegtran-bin@3.0.6
88537 verbose link bins [ { jpegtran: 'cli.js' },
88537 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88537 verbose link bins   false ]
88538 verbose linkMans jpegtran-bin@3.0.6
88539 silly build imagemin-jpegtran@4.3.2
88540 info linkStuff imagemin-jpegtran@4.3.2
88541 silly linkStuff imagemin-jpegtran@4.3.2 has D:\zhongzi\node_modules as its parent node_modules
88542 verbose linkBins imagemin-jpegtran@4.3.2
88543 verbose linkMans imagemin-jpegtran@4.3.2
88544 silly build gifsicle@3.0.3
88545 info linkStuff gifsicle@3.0.3
88546 silly linkStuff gifsicle@3.0.3 has D:\zhongzi\node_modules as its parent node_modules
88547 verbose linkBins gifsicle@3.0.3
88548 verbose link bins [ { gifsicle: 'cli.js' },
88548 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88548 verbose link bins   false ]
88549 verbose linkMans gifsicle@3.0.3
88550 silly build imagemin-gifsicle@4.2.0
88551 info linkStuff imagemin-gifsicle@4.2.0
88552 silly linkStuff imagemin-gifsicle@4.2.0 has D:\zhongzi\node_modules as its parent node_modules
88553 verbose linkBins imagemin-gifsicle@4.2.0
88554 verbose linkMans imagemin-gifsicle@4.2.0
88555 silly build imagemin@3.2.2
88556 info linkStuff imagemin@3.2.2
88557 silly linkStuff imagemin@3.2.2 has D:\zhongzi\node_modules as its parent node_modules
88558 verbose linkBins imagemin@3.2.2
88559 verbose link bins [ { imagemin: 'cli.js' },
88559 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88559 verbose link bins   false ]
88560 verbose linkMans imagemin@3.2.2
88561 silly build grunt-contrib-imagemin@0.9.4
88562 info linkStuff grunt-contrib-imagemin@0.9.4
88563 silly linkStuff grunt-contrib-imagemin@0.9.4 has D:\zhongzi\node_modules as its parent node_modules
88564 verbose linkBins grunt-contrib-imagemin@0.9.4
88565 verbose linkMans grunt-contrib-imagemin@0.9.4
88566 silly build yeast@0.1.2
88567 info linkStuff yeast@0.1.2
88568 silly linkStuff yeast@0.1.2 has D:\zhongzi\node_modules as its parent node_modules
88569 verbose linkBins yeast@0.1.2
88570 verbose linkMans yeast@0.1.2
88571 silly build engine.io-client@1.6.8
88572 info linkStuff engine.io-client@1.6.8
88573 silly linkStuff engine.io-client@1.6.8 has D:\zhongzi\node_modules as its parent node_modules
88574 verbose linkBins engine.io-client@1.6.8
88575 verbose linkMans engine.io-client@1.6.8
88576 silly build socket.io-client@1.4.5
88577 info linkStuff socket.io-client@1.4.5
88578 silly linkStuff socket.io-client@1.4.5 has D:\zhongzi\node_modules as its parent node_modules
88579 verbose linkBins socket.io-client@1.4.5
88580 verbose linkMans socket.io-client@1.4.5
88581 silly build socket.io@1.4.5
88582 info linkStuff socket.io@1.4.5
88583 silly linkStuff socket.io@1.4.5 has D:\zhongzi\node_modules as its parent node_modules
88584 verbose linkBins socket.io@1.4.5
88585 verbose linkMans socket.io@1.4.5
88586 silly build browser-sync@2.12.8
88587 info linkStuff browser-sync@2.12.8
88588 silly linkStuff browser-sync@2.12.8 has D:\zhongzi\node_modules as its parent node_modules
88589 verbose linkBins browser-sync@2.12.8
88590 verbose link bins [ { 'browser-sync': 'bin/browser-sync.js' },
